번호,사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,상세코드,위도,경도,COL1,COL2
633,국립회문산자연휴양림,전라북도 순창군 구림면 안정리 40-2,전라북도 순창군 구림면 안심길 214,56011,lake,caravan,pet,9,907,35.4980511,127.1218125,,
634,녹두장군 전봉준관,전라북도 순창군 쌍치면 금성리 276,전라북도 순창군 쌍치면 피노길 65-29,56007,mountain,camping,family,9,907,35.5242264,127.0127093,,
635,웅이네 캠핑장,전라북도 순창군 복흥면 대방리 285-10번지,전라북도 순창군 복흥면 용지길 7-50,56005,river,glamping,couple,9,907,35.4083123,126.9464892,,
636,회문산 캠핑장,전라북도 순창군 구림면 금천리 378,전라북도 순창군 구림면 구림로 791,56011,sea,easycamping,kids,9,907,35.4762781,127.1023417,,
637,섬진강 마실캠핑장,전라북도 순창군 적성면 석산리 1-1,전라북도 순창군 적성면 강경길 76-165,56022,lake,caravan,pet,9,907,35.4599326,127.2014649,,
638,뜨란채,전라북도 순창군 팔덕면 청계리 1028번지,전라북도 순창군 팔덕면 강천로 664-26 (뜨란채),56020,mountain,camping,family,9,907,35.4160577,127.077498,,
639,청산별곡,전라북도 순창군 동계면 수장리 570-17번지,전라북도 순창군 동계면 수장2길 38-4,56028,river,glamping,couple,9,907,35.4356483,127.2670432,,
640,거북바위야영장,경기도 양평군 서종면 서후리 234-1,경기도 양평군 서종면 거북바위1길 185,12504,lake,caravan,pet,3,304,37.5673434,127.429176,,
641,산대분교공공캠핑장,경기도 양평군 단월면 석산리 470번지,경기도 양평군 단월면 섬이길 274-12,12525,mountain,camping,family,3,304,37.6295921,127.5836461,,
642,분지울작은캠프장,경기도 양평군 단월면 명성리 98-1,경기도 양평군 단월면 분지울1길 81,12526,river,glamping,couple,3,304,37.6086248,127.6720401,,
643,the 休 글램핑,경기도 양평군 옥천면 옥천리 514-1,경기도 양평군 옥천면 옥천체육공원길 4,12508,sea,easycamping,kids,3,304,37.5229432,127.4607662,,
644,국립청옥산자연휴양림,경상북도 봉화군 석포면 13-64번지,경상북도 봉화군 석포면 청옥로 1552-163,36271,lake,caravan,pet,16,1608,37.0486457,129.0651698,,
645,봉화열목어마을야영장,경상북도 봉화군 석포면 대현리 90-5번지,경상북도 봉화군 석포면 청옥로 1893,36271,mountain,camping,family,16,1608,37.0657764,128.9870352,,
646,고향펜션캠핑,경상북도 봉화군 소천면 고선리 558번지,경상북도 봉화군 소천면 구마동길 1032,36264,river,glamping,couple,16,1608,36.9996379,128.9647656,,
647,청옥야영장,경상북도 봉화군 소천면 현동리 744-6번지,경상북도 봉화군 소천면 청옥로 167,36266,sea,easycamping,kids,16,1608,36.9474233,128.9980857,,
648,호명산캠프,경기도 가평군 청평면 하천리 410번지,경기도 가평군 청평면 솥틀로 91,12450,river,glamping,couple,3,301,37.7624243,127.4287765,,
649,국립유명산자연휴양림,경기도 가평군 설악면 가일리 산 35번지,경기도 가평군 설악면 유명산길 79-53,12473,sea,easycamping,kids,3,301,37.5928839,127.4920842,,
650,캡틴 카라반 글램핑,경기도 가평군 상면 임초리 477-1,경기도 가평군 상면 청군로 776-22,12447,lake,caravan,pet,3,301,37.780876,127.3713366,,
651,수류산골야영장,전라북도 김제시 금산면 금성리 267번지,전라북도 김제시 금산면 수류로 557-75,54344,mountain,camping,family,9,903,35.6894521,127.039183,,
652,봉식이놀이터,경상북도 청도군 풍각면 수월리,경상북도 청도군 풍각면 봉수길 749-8,38306,river,glamping,couple,16,1619,35.6701697,128.5582662,,
653,지오 캠핑장,경상북도 청도군 매전면 호화리 734-28,경상북도 청도군 매전면 동화길 8-31,38356,sea,easycamping,kids,16,1619,35.6587533,128.8563832,,
654,화이트 야영장,경상북도 청도군 매전면 호화리 752-36번지,경상북도 청도군 매전면 온장길 123-56,38356,lake,caravan,pet,16,1619,35.6439534,128.8502835,,
655,청도 그린나래캠핑장,경상북도 청도군 매전면 송원리 900,경상북도 청도군 매전면 송원길 122-3,38358,sea,easycamping,kids,16,1619,35.6161736,128.8038868,,
656,신난다 글램핑,경상북도 청도군 각북면 금천리 427,경상북도 청도군 각북면 송내길 57-13,38301,lake,caravan,pet,16,1619,35.7200378,128.5732849,,
657,별찌야영장,경상북도 청도군 운문면 신원리 92번지,경상북도 청도군 운문면 신원4길 2,38368,mountain,camping,family,16,1619,35.6676925,129.0011939,,
658,청도 프로방스카라반 캠핑카펜션,경상북도 청도군 화양읍 삼신리 823번지,경상북도 청도군 화양읍 이슬미로 297-41,38324,sea,easycamping,kids,16,1619,35.687635,128.7153404,,
659,연지곤지야영장,경상북도 청도군 운문면 신원리 301-13번지,경상북도 청도군 운문면 운문로 1158-16,38368,sea,easycamping,kids,16,1619,35.6733036,128.9992989,,
660,양주송천캠핑장,경기도 양주시 백석읍 기산리 382-5,경기도 양주시 백석읍 기산로440번길 74-20,11518,sea,easycamping,kids,3,306,37.7737334,126.9381918,,
661,일영모자농원캠핑장,경기도 양주시 장흥면 삼상리 10-17,경기도 양주시 장흥면 유원지로 316-1,11524,lake,caravan,pet,3,306,37.7083474,126.953516,,
662,해피캠핑장,경기도 양주시 백석읍 기산리 302-6,경기도 양주시 백석읍 기산로471번길 110,11518,mountain,camping,family,3,306,37.7802459,126.9438087,,
663,들꽃피는언덕 캠핑장,경기도 양주시 백석읍 기산리 181-1,경기도 양주시 백석읍 권율로 870,11518,river,glamping,couple,3,306,37.7761011,126.9600967,,
664,황방농원 캠핑장,경기도 양주시 남면 황방리 140,경기도 양주시 남면 양연로173번길 49,11402,sea,easycamping,kids,3,306,37.9214223,126.9968574,,
665,양주 탑 관광농원 글램핑장,경기도 양주시 삼숭동 481-1,경기도 양주시 어하고개로 48-1 (삼숭동),11477,lake,caravan,pet,3,306,37.8107725,127.1022947,,
666,별을 다는 아이,경기도 양주시 장흥면 석현리 336-3,경기도 양주시 장흥면 권율로309번길 132,11519,mountain,camping,family,3,306,37.7447811,126.953675,,
667,장흥숲길캠핑장,경기도 양주시 장흥면 일영리 2-20,경기도 양주시 장흥면 권율로 156-116,11520,river,glamping,couple,3,306,37.707221,126.9380811,,
668,스톤밸리캠핑장,경기도 양주시 봉양동 154-1,경기도 양주시 칠봉산로228번길 126-5 (봉양동),11448,sea,easycamping,kids,3,306,37.8589581,127.0813743,,
669,청화산캠프 관광농원,경상북도 군위군 소보면 보현리 10번지,경상북도 군위군 소보면 소보안계로 646-36,39000,lake,caravan,pet,16,1605,36.3068273,128.4621849,,
670,80 SS 오토캠핑장,경상북도 군위군 부계면 남산리 1138-4번지,경상북도 군위군 부계면 한티로 1525-6,39066,mountain,camping,family,16,1605,36.0300417,128.6304762,,
671,동산계곡야영장,경상북도 군위군 부계면 동산리 417번지,경상북도 군위군 부계면 원효길 129-9,39065,river,glamping,couple,16,1605,36.0464722,128.6656598,,
672,넓은마당 캠핑장,경기도 포천시 이동면 도평리 469-8번지,경기도 포천시 이동면 화동로 2530,11110,lake,caravan,pet,3,302,38.0757063,127.4032977,,
673,캠핑플래닛,경기도 포천시 화현면 명덕리 10-8 외 1필지(10-6번지),경기도 포천시 화현면 봉화로 400-150,11125,river,glamping,couple,3,302,37.8879696,127.2828156,,
674,자일랜드,경기도 포천시 영북면 자일리 8,경기도 포천시 영북면 호국로4350번길 154-188,11102,sea,easycamping,kids,3,302,38.1054955,127.3091286,,
675,웻 자켓(Wet Jacket),경기도 포천시 이동면 장암리 50 외 1필지(50-1번지),경기도 포천시 이동면 늠바위길 201-3,11111,lake,caravan,pet,3,302,38.0291681,127.387489,,
676,포천 베어스 글램핑 파크,경기도 포천시 내촌면 신팔리 388-2,경기도 포천시 내촌면 금강로 3009,11188,mountain,camping,family,3,302,37.8323651,127.2657822,,
677,광릉솔개캠핑장,경기도 포천시 소흘읍 이곡리 524-3,경기도 포천시 소흘읍 광릉수목원로779번길 120,11187,river,glamping,couple,3,302,37.764206,127.1453783,,
678,삼정 관광농원,경기도 포천시 신북면 삼정리 291번지 외 1필지(291-5번지),경기도 포천시 신북면 청신로947번길 207,11137,sea,easycamping,kids,3,302,37.9787214,127.1353432,,
679,아이에프에이 캠프 운악,경기도 포천시 화현면 화현리 1090-2,경기도 포천시 화현면 금강로 3806-80,11123,lake,caravan,pet,3,302,37.8939272,127.3056871,,
680,추동캠프,경기도 포천시 창수면 추동리 812,경기도 포천시 창수면 포천로2811번길 194,11134,mountain,camping,family,3,302,37.9917693,127.15567,,
681,꾸러기캠핑장,경상남도 진주시 금곡면 동례리 886번지,경상남도 진주시 금곡면 검암길 31 (금곡초등학교),52842,river,glamping,couple,17,1711,35.1154006,128.1819876,,
682,도토리캠프,경상남도 진주시 명석면 계원리 174-1번지,경상남도 진주시 명석면 광제산로 737,52641,sea,easycamping,kids,17,1711,35.2764881,128.0388658,,
683,제이원빌리지,경상남도 진주시 내동면 유수리 691-4번지,경상남도 진주시 내동면 내축로563번길 27-3,52848,lake,caravan,pet,17,1711,35.1315473,128.0174831,,
684,국립운장산자연휴양림 야영장,전라북도 진안군 정천면 갈용리 산 183번지,전라북도 진안군 정천면 휴양림길 77,55410,mountain,camping,family,9,913,35.8947554,127.4257541,,
685,진안 국제 캠핑장,전라북도 진안군 용담면 와룡리 74-1번지 진안국제캠핑장,전라북도 진안군 용담면 와룡길 165-6,55404,sea,easycamping,kids,9,913,35.9655034,127.4612836,,
686,숲 펜션&캠핑장,전라북도 진안군 부귀면 두남리 24,전라북도 진안군 부귀면 석원로 22,55415,lake,caravan,pet,9,913,35.8548236,127.428417,,
687,도원패밀리캠핑장,강원도 영월군 무릉도원면 도원리 367번지,강원도 영월군 무릉도원면 엄둔길 390,26201,mountain,camping,family,4,420,37.3277259,128.2321232,,
688,예다움 캠핑장,강원도 영월군 김삿갓면 내리 551번지,강원도 영월군 김삿갓면 내리계곡로 1162-1,26247,river,glamping,couple,4,420,37.0779437,128.7082094,,
689,물마루 캠핑장,강원도 영월군 무릉도원면 두산리 222-1,강원도 영월군 무릉도원면 두산길 106,26200,sea,easycamping,kids,4,420,37.3125646,128.1798713,,
690,영월별마로펜션캠핑,강원도 영월군 무릉도원면 법흥리 97번지,강원도 영월군 무릉도원면 무릉법흥로 1078-22,26201,lake,caravan,pet,4,420,37.3518299,128.2798301,,
691,아빠가 만든 캠핑장,강원도 영월군 북면 덕상리 548-1번지,강원도 영월군 북면 덕전길 240,26208,mountain,camping,family,4,420,37.2554661,128.3927601,,
692,어울림펜션 캠핑장,강원도 영월군 한반도면 후탄리 327번지,강원도 영월군 한반도면 문둔길 106,26214,river,glamping,couple,4,420,37.198482,128.3721274,,
693,산솔 캠핑장,강원도 영월군 중동면 녹전리 193번지,강원도 영월군 중동면 태백산로 1616,26243,sea,easycamping,kids,4,420,37.1468693,128.7077617,,
694,두산 캠핑장,강원도 영월군 무릉도원면 두산리 604번지,강원도 영월군 무릉도원면 새막골길 165-13,26200,lake,caravan,pet,4,420,37.3178185,128.1614819,,
695,리버힐즈 캠핑장(푸른농원),강원도 영월군 무릉도원면 두산리 169-4번지,강원도 영월군 무릉도원면 도원운학로 1043,26200,mountain,camping,family,4,420,37.2959339,128.1895815,,
696,청산 캠프,강원도 영월군 무릉도원면 법흥리 630번지,강원도 영월군 무릉도원면 무릉법흥로 782-10,26201,river,glamping,couple,4,420,37.3308716,128.2746562,,
697,솔밭캠프장,강원도 영월군 무릉도원면 법흥리 655-4번지,강원도 영월군 무릉도원면 무릉법흥로 740,26201,sea,easycamping,kids,4,420,37.328109,128.2710353,,
698,풍경,강원도 영월군 무릉도원면 법흥리 702-6번지,강원도 영월군 무릉도원면 무릉법흥로 674-14,26201,lake,caravan,pet,4,420,37.3267928,128.266113,,
699,청송캠핑장,강원도 영월군 무릉도원면 법흥리 364번지,강원도 영월군 무릉도원면 무릉법흥로 1278-8,26201,mountain,camping,family,4,420,37.3684857,128.2674807,,
700,포안캠핑,강원도 영월군 무릉도원면 두산리 230-2번지 외 3필지,강원도 영월군 무릉도원면 두산길 120,26200,river,glamping,couple,4,420,37.3127265,128.1795264,,
701,룩스글램핑앤팜,경상북도 안동시 도산면 토계리 595-1,경상북도 안동시 도산면 양평길 23-52,36604,sea,easycamping,kids,16,1611,36.7482246,128.8419822,,
702,계명산자연휴양림 야영장,경상북도 안동시 길안면 고란리 108,경상북도 안동시 길안면 고란길 207-99,36736,lake,caravan,pet,16,1611,36.4156954,128.9467699,,
703,단호샌드파크 캠핑장,경상북도 안동시 남후면 단호리 76-3번지,경상북도 안동시 남후면 풍산단호로 835-35,36754,mountain,camping,family,16,1611,36.5557974,128.6303037,,
704,산장관광지,경기도 가평군 상면 덕현리 산 74-5번지,경기도 가평군 상면 덕현산장길 71,477821,sea,easycamping,kids,3,301,37.7546412,127.4155383,,
705,사계절글램핑,경기도 가평군 가평읍 금대리 583-2번지,경기도 가평군 가평읍 북한강변로 154,477803,lake,caravan,pet,3,301,37.7468316,127.5253743,,
706,새연리조트 가평현리점,경기도 가평군 하면 신상리 477번지,경기도 가평군 하면 운악청계로333번길 86,477832,mountain,camping,family,3,301,37.847027,127.3469572,,
707,가평카라반캠핑농원,경기도 가평군 가평읍 읍내리 803번지,경기도 가평군 가평읍 문화로 291-25,12414,river,glamping,couple,3,301,37.8384171,127.5042196,,
708,남이섬 힐링 캠핑장,경기도 가평군 가평읍 금대리 303-2번지,경기도 가평군 가평읍 북한강변로 516,12428,sea,easycamping,kids,3,301,37.772262,127.5363518,,
709,포시즌캠핑장,경기도 가평군 상면 태봉리 535번지,경기도 가평군 상면 청군로 1640,12442,lake,caravan,pet,3,301,37.8271449,127.3203207,,
710,이지캠핑장,경기도 가평군 설악면 회곡리 371번지,경기도 가평군 설악면 유명로 2110 (청평프라자),12459,mountain,camping,family,3,301,37.696012,127.4600346,,
711,동물카라반펜션,경기도 가평군 상면 임초리 624-7,경기도 가평군 상면 임초밤안골로 313,477824,sea,easycamping,kids,3,301,37.7469891,127.3595918,,
712,하늘숲글램핑파크,경기도 가평군 북면 소법리 152-4,경기도 가평군 북면 화악산로 254-38,12404,lake,caravan,pet,3,301,37.9044748,127.5620281,,
713,광릉숲 이야기 캠핑장,경기도 포천시 소흘읍 직동리 76-4,경기도 포천시 소흘읍 직동길 44,11186,mountain,camping,family,3,302,37.7666087,127.1697874,,
714,이동계곡 캠핑장,경기도 포천시 이동면 도평리 538-4,경기도 포천시 이동면 금강로6263번길 14-1,11110,river,glamping,couple,3,302,38.0757063,127.4032977,,
715,닥박골 휴양림,경기도 포천시 신북면 심곡리 615 외 1필지(597-26),경기도 포천시 신북면 깊이울로1길 48-17,11136,sea,easycamping,kids,3,302,37.9291301,127.1781007,,
